order_id,customer_id,order_date,status,total_amount,shipping_method,shipping_address,billing_address,payment_method,delivery_date,site_id
ORD0000373,CUS000085,2024-10-20 11:59:41,Delivered,2571.04,Standard,65310 Smith Causeway,65310 Smith Causeway,PayPal,2024-10-24,LOC007
ORD0000374,CUS000004,2024-10-20 11:02:41,Delivered,118.09,Next Day,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Credit Card,2024-10-23,LOC018
ORD0000375,CUS000068,2024-10-20 12:41:41,Delivered,598.44,Express,165 Walker Mill,165 Walker Mill,Bank Transfer,2024-10-25,LOC004
ORD0000376,CUS000061,2024-10-21 07:01:41,Delivered,1423.1799999999998,Standard,8595 Joshua Pine,8595 Joshua Pine,Credit Card,2024-10-27,LOC002
ORD0000377,CUS000019,2024-10-21 02:50:41,Delivered,2372.94,Express,3594 Long Wall Suite 248,3594 Long Wall Suite 248,PayPal,2024-10-25,LOC004
ORD0000378,CUS000004,2024-10-20 23:58:41,Delivered,8306.58,Express,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Credit Card,2024-10-25,LOC004
ORD0000379,CUS000016,2024-10-20 16:23:41,Delivered,7195.879999999999,Pick up in store,517 Lester Brook,517 Lester Brook,Bank Transfer,2024-10-24,LOC016
ORD0000380,CUS000033,2024-10-20 11:54:41,Delivered,501.14,Standard,32833 Harris Fall,32833 Harris Fall,Credit Card,2024-10-21,LOC003
ORD0000381,CUS000084,2024-10-20 15:41:41,Delivered,4726.330000000001,Next Day,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,PayPal,2024-10-23,LOC014
ORD0000382,CUS000060,2024-10-20 13:56:41,Delivered,12306.44,Express,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Credit Card,2024-10-26,LOC014
ORD0000383,CUS000054,2024-10-20 18:37:41,Delivered,8778.46,Pick up in store,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,Credit Card,2024-10-21,LOC003
ORD0000384,CUS000092,2024-10-20 11:39:41,Delivered,3702.2499999999995,Express,441 Nichols Glen,441 Nichols Glen,Bank Transfer,2024-10-26,LOC001
ORD0000385,CUS000021,2024-10-21 00:28:41,Delivered,11491.66,Express,873 Paul Lakes,873 Paul Lakes,PayPal,2024-10-26,LOC008
ORD0000386,CUS000023,2024-10-20 19:52:41,Delivered,9022.18,Standard,245 Hall Cove,245 Hall Cove,PayPal,2024-10-26,LOC002
ORD0000387,CUS000057,2024-10-20 22:52:41,Delivered,5604.76,Pick up in store,647 Mcgee Manors,647 Mcgee Manors,Credit Card,2024-10-26,LOC012
ORD0000388,CUS000031,2024-10-21 01:26:41,Delivered,5315.0599999999995,Pick up in store,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,Bank Transfer,2024-10-23,LOC007
ORD0000389,CUS000007,2024-10-21 13:41:41,Delivered,2190.84,Pick up in store,64048 Golden Mount Suite 491,64048 Golden Mount Suite 491,Credit Card,2024-10-23,LOC002
ORD0000390,CUS000088,2024-10-21 22:12:41,Delivered,1009.49,Next Day,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,Credit Card,2024-10-24,LOC020
ORD0000391,CUS000004,2024-10-21 13:36:41,Delivered,463.99,Standard,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,PayPal,2024-10-28,LOC016
ORD0000392,CUS000013,2024-10-22 04:06:41,Delivered,7604.049999999999,Pick up in store,54024 Miller Track Suite 763,54024 Miller Track Suite 763,Bank Transfer,2024-10-28,LOC011
ORD0000393,CUS000012,2024-10-21 23:49:41,Delivered,4007.45,Express,753 Powell Manor Suite 888,753 Powell Manor Suite 888,Credit Card,2024-10-27,LOC018
ORD0000394,CUS000011,2024-10-21 20:45:41,Delivered,6789.32,Express,627 Carol Vista,627 Carol Vista,Bank Transfer,2024-10-26,LOC011
ORD0000395,CUS000090,2024-10-21 17:51:41,Delivered,1018.6800000000001,Standard,9210 Morris Turnpike Suite 212,9210 Morris Turnpike Suite 212,PayPal,2024-10-27,LOC019
ORD0000396,CUS000077,2024-10-22 03:17:41,Delivered,4790.46,Standard,17316 Ashley Ridges Suite 345,17316 Ashley Ridges Suite 345,PayPal,2024-10-26,LOC009
ORD0000397,CUS000085,2024-10-21 23:28:41,Delivered,9660.130000000001,Express,65310 Smith Causeway,65310 Smith Causeway,Bank Transfer,2024-10-28,LOC009
ORD0000398,CUS000100,2024-10-21 13:51:41,Delivered,6943.26,Standard,14536 Holly Trail,14536 Holly Trail,PayPal,2024-10-27,LOC010
ORD0000399,CUS000008,2024-10-22 10:24:41,Delivered,2041.7,Express,949 Mueller Mission,949 Mueller Mission,Credit Card,2024-10-28,LOC002
ORD0000400,CUS000088,2024-10-22 00:07:41,Delivered,9724.85,Express,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,Bank Transfer,2024-10-24,LOC015
ORD0000401,CUS000053,2024-10-22 10:07:41,Delivered,8948.26,Standard,92512 Armstrong Station,92512 Armstrong Station,PayPal,2024-10-28,LOC018
ORD0000402,CUS000031,2024-10-22 06:12:41,Delivered,5343.8,Express,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,Credit Card,2024-10-25,LOC019
ORD0000403,CUS000070,2024-10-23 09:15:41,Delivered,462.25,Standard,17993 Lee Cove Apt. 976,17993 Lee Cove Apt. 976,Credit Card,2024-10-24,LOC005
ORD0000404,CUS000073,2024-10-23 02:10:41,Delivered,601.58,Express,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,2024-10-26,LOC005
ORD0000405,CUS000056,2024-10-23 03:03:41,Delivered,3128.21,Standard,5399 Pierce Gardens Suite 720,5399 Pierce Gardens Suite 720,Credit Card,2024-10-27,LOC006
ORD0000406,CUS000064,2024-10-23 01:02:41,Delivered,10982.75,Standard,93926 Jason Common Suite 790,93926 Jason Common Suite 790,Credit Card,2024-10-29,LOC005
ORD0000407,CUS000019,2024-10-23 07:46:41,Delivered,3185.74,Next Day,3594 Long Wall Suite 248,3594 Long Wall Suite 248,Credit Card,2024-10-28,LOC010
ORD0000408,CUS000086,2024-10-22 14:47:41,Delivered,3586.1,Next Day,023 Melissa Crossroad Apt. 855,023 Melissa Crossroad Apt. 855,PayPal,2024-10-24,LOC015
ORD0000409,CUS000008,2024-10-22 13:58:41,Delivered,12160.279999999999,Express,949 Mueller Mission,949 Mueller Mission,Credit Card,2024-10-26,LOC017
ORD0000410,CUS000057,2024-10-23 01:06:41,Delivered,5163.87,Express,647 Mcgee Manors,647 Mcgee Manors,Bank Transfer,2024-10-30,LOC014
ORD0000411,CUS000093,2024-10-22 22:51:41,Delivered,1189.5,Next Day,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,Bank Transfer,2024-10-29,LOC018
ORD0000412,CUS000040,2024-10-22 17:37:41,Delivered,391.12,Next Day,9433 Jackie Key,9433 Jackie Key,Credit Card,2024-10-28,LOC007
ORD0000413,CUS000046,2024-10-23 00:17:41,Delivered,1212.6,Standard,0384 Michelle Cape,0384 Michelle Cape,Credit Card,2024-10-26,LOC004
ORD0000414,CUS000068,2024-10-22 23:44:41,Delivered,6009.17,Express,165 Walker Mill,165 Walker Mill,Credit Card,2024-10-27,LOC003
ORD0000415,CUS000065,2024-10-22 15:22:41,Delivered,8583.350000000002,Pick up in store,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,PayPal,2024-10-28,LOC004
ORD0000416,CUS000100,2024-10-23 07:42:41,Delivered,9475.0,Standard,14536 Holly Trail,14536 Holly Trail,Bank Transfer,2024-10-30,LOC019
ORD0000417,CUS000093,2024-10-22 15:57:41,Delivered,7618.610000000001,Next Day,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,Bank Transfer,2024-10-29,LOC008
ORD0000418,CUS000049,2024-10-23 03:16:41,Delivered,9220.699999999999,Standard,8581 Katelyn Pike Apt. 739,8581 Katelyn Pike Apt. 739,PayPal,2024-10-26,LOC008
ORD0000419,CUS000038,2024-10-22 21:57:41,Delivered,730.28,Next Day,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,PayPal,2024-10-26,LOC008
ORD0000420,CUS000001,2024-10-23 01:09:41,Delivered,507.33,Pick up in store,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Credit Card,2024-10-26,LOC020
ORD0000421,CUS000090,2024-10-22 22:32:41,Delivered,1854.74,Standard,9210 Morris Turnpike Suite 212,9210 Morris Turnpike Suite 212,Bank Transfer,2024-10-24,LOC008
ORD0000422,CUS000032,2024-10-23 19:21:41,Delivered,6201.61,Standard,57334 Cooper Island,57334 Cooper Island,Credit Card,2024-10-26,LOC001
ORD0000423,CUS000080,2024-10-24 03:36:41,Delivered,3212.04,Express,84198 Mitchell Light,84198 Mitchell Light,Credit Card,2024-10-31,LOC019
ORD0000424,CUS000098,2024-10-23 17:31:41,Delivered,91.66,Standard,4693 Ashley Centers,4693 Ashley Centers,Bank Transfer,2024-10-28,LOC009
ORD0000425,CUS000071,2024-10-24 03:51:41,Delivered,236.13,Next Day,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,PayPal,2024-10-25,LOC016
ORD0000426,CUS000017,2024-10-23 11:55:41,Delivered,4166.38,Express,4207 Craig Causeway,4207 Craig Causeway,Bank Transfer,2024-10-29,LOC007
ORD0000427,CUS000030,2024-10-23 21:37:41,Delivered,3809.5299999999997,Express,56818 Wright Drives,56818 Wright Drives,Credit Card,2024-10-24,LOC012
ORD0000428,CUS000098,2024-10-23 23:07:41,Delivered,2433.38,Express,4693 Ashley Centers,4693 Ashley Centers,PayPal,2024-10-25,LOC016
ORD0000429,CUS000030,2024-10-23 21:23:41,Delivered,5236.55,Standard,56818 Wright Drives,56818 Wright Drives,Credit Card,2024-10-26,LOC009
ORD0000430,CUS000098,2024-10-24 05:46:41,Delivered,4932.960000000001,Next Day,4693 Ashley Centers,4693 Ashley Centers,Bank Transfer,2024-10-27,LOC008
ORD0000431,CUS000085,2024-10-23 22:07:41,Delivered,3136.75,Next Day,65310 Smith Causeway,65310 Smith Causeway,PayPal,2024-10-25,LOC018
ORD0000432,CUS000083,2024-10-23 17:31:41,Delivered,4064.72,Pick up in store,808 Joseph Center Suite 987,808 Joseph Center Suite 987,Credit Card,2024-10-26,LOC019
ORD0000433,CUS000060,2024-10-24 09:48:41,Delivered,2604.29,Next Day,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Credit Card,2024-10-27,LOC012
ORD0000434,CUS000080,2024-10-24 09:41:41,Delivered,4097.64,Standard,84198 Mitchell Light,84198 Mitchell Light,Bank Transfer,2024-10-26,LOC009
ORD0000435,CUS000073,2024-10-23 16:41:41,Delivered,5812.959999999999,Pick up in store,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,2024-10-27,LOC013
ORD0000436,CUS000057,2024-10-24 04:11:41,Delivered,7310.53,Pick up in store,647 Mcgee Manors,647 Mcgee Manors,PayPal,2024-10-31,LOC006
ORD0000437,CUS000004,2024-10-23 20:07:41,Delivered,7078.2699999999995,Standard,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Bank Transfer,2024-10-30,LOC015
ORD0000438,CUS000064,2024-10-23 20:33:41,Delivered,5046.62,Pick up in store,93926 Jason Common Suite 790,93926 Jason Common Suite 790,PayPal,2024-10-29,LOC019
ORD0000439,CUS000041,2024-10-24 12:41:41,Delivered,6830.450000000001,Standard,312 Mathew Route Suite 835,312 Mathew Route Suite 835,Bank Transfer,2024-10-25,LOC005
ORD0000440,CUS000025,2024-10-25 05:47:41,Delivered,274.98,Standard,554 Phillips Spring,554 Phillips Spring,Credit Card,2024-11-01,LOC006
ORD0000441,CUS000011,2024-10-24 23:29:41,Delivered,2424.6,Next Day,627 Carol Vista,627 Carol Vista,Credit Card,2024-10-26,LOC015
ORD0000442,CUS000082,2024-10-25 10:31:41,Delivered,6895.549999999999,Next Day,3913 Chambers Park Apt. 634,3913 Chambers Park Apt. 634,PayPal,2024-11-01,LOC019
ORD0000443,CUS000049,2024-10-25 08:28:41,Delivered,8875.87,Express,8581 Katelyn Pike Apt. 739,8581 Katelyn Pike Apt. 739,Bank Transfer,2024-11-01,LOC005
ORD0000444,CUS000047,2024-10-24 13:33:41,Delivered,1644.74,Next Day,46161 Ortega Fork Apt. 399,46161 Ortega Fork Apt. 399,PayPal,2024-10-28,LOC004
ORD0000445,CUS000020,2024-10-25 00:35:41,Delivered,5673.6,Pick up in store,63649 Robinson Court,63649 Robinson Court,PayPal,2024-10-26,LOC012
ORD0000446,CUS000092,2024-10-25 06:49:41,Delivered,569.64,Next Day,441 Nichols Glen,441 Nichols Glen,Credit Card,2024-10-27,LOC002
ORD0000447,CUS000100,2024-10-25 07:53:41,Delivered,12049.869999999999,Standard,14536 Holly Trail,14536 Holly Trail,PayPal,2024-10-30,LOC001
ORD0000448,CUS000099,2024-10-25 04:02:41,Delivered,4021.0299999999997,Express,385 Diana Mountain,385 Diana Mountain,PayPal,2024-10-27,LOC018
ORD0000449,CUS000037,2024-10-25 00:38:41,Delivered,544.2,Pick up in store,536 Elizabeth Via,536 Elizabeth Via,PayPal,2024-10-26,LOC018
ORD0000450,CUS000065,2024-10-26 01:04:41,Delivered,2513.52,Express,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,Bank Transfer,2024-10-30,LOC007
ORD0000451,CUS000031,2024-10-25 22:09:41,Delivered,1982.94,Express,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,PayPal,2024-10-26,LOC015
ORD0000452,CUS000004,2024-10-25 19:55:41,Delivered,2298.86,Pick up in store,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Credit Card,2024-10-28,LOC020
ORD0000453,CUS000069,2024-10-26 03:45:41,Delivered,5223.37,Next Day,56017 Michelle Trace Apt. 592,56017 Michelle Trace Apt. 592,Credit Card,2024-11-02,LOC019
ORD0000454,CUS000032,2024-10-25 14:17:41,Delivered,7963.07,Pick up in store,57334 Cooper Island,57334 Cooper Island,Bank Transfer,2024-10-29,LOC002
ORD0000455,CUS000004,2024-10-26 04:31:41,Delivered,10500.85,Standard,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Bank Transfer,2024-10-30,LOC001
ORD0000456,CUS000070,2024-10-25 23:50:41,Delivered,11542.660000000002,Pick up in store,17993 Lee Cove Apt. 976,17993 Lee Cove Apt. 976,Credit Card,2024-10-28,LOC004
ORD0000457,CUS000056,2024-10-26 08:40:41,Delivered,3717.5,Standard,5399 Pierce Gardens Suite 720,5399 Pierce Gardens Suite 720,PayPal,2024-10-31,LOC005
ORD0000458,CUS000008,2024-10-26 00:09:41,Delivered,12382.029999999999,Pick up in store,949 Mueller Mission,949 Mueller Mission,Credit Card,2024-10-30,LOC002
ORD0000459,CUS000072,2024-10-26 08:02:41,Delivered,565.6800000000001,Express,022 Brennan Vista,022 Brennan Vista,Credit Card,2024-10-31,LOC015
ORD0000460,CUS000028,2024-10-25 19:35:41,Delivered,541.48,Pick up in store,4548 Rose Corner,4548 Rose Corner,Bank Transfer,2024-11-01,LOC006
ORD0000461,CUS000049,2024-10-26 03:23:41,Delivered,2995.5200000000004,Pick up in store,8581 Katelyn Pike Apt. 739,8581 Katelyn Pike Apt. 739,Bank Transfer,2024-10-29,LOC010
ORD0000462,CUS000067,2024-10-26 10:02:41,Delivered,1362.5700000000002,Standard,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,Credit Card,2024-10-29,LOC009
ORD0000463,CUS000049,2024-10-26 03:17:41,Delivered,4616.71,Express,8581 Katelyn Pike Apt. 739,8581 Katelyn Pike Apt. 739,Credit Card,2024-11-02,LOC012
ORD0000464,CUS000037,2024-10-26 07:50:41,Delivered,7143.55,Standard,536 Elizabeth Via,536 Elizabeth Via,Credit Card,2024-10-31,LOC018
ORD0000465,CUS000061,2024-10-26 09:53:41,Delivered,473.64000000000004,Pick up in store,8595 Joshua Pine,8595 Joshua Pine,Bank Transfer,2024-10-29,LOC006
ORD0000466,CUS000054,2024-10-25 13:54:41,Delivered,3720.0600000000004,Standard,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,Bank Transfer,2024-10-28,LOC010
ORD0000467,CUS000045,2024-10-26 00:32:41,Delivered,8704.92,Next Day,14062 Oliver Spurs,14062 Oliver Spurs,PayPal,2024-10-30,LOC009
ORD0000468,CUS000069,2024-10-25 18:53:41,Delivered,4931.07,Standard,56017 Michelle Trace Apt. 592,56017 Michelle Trace Apt. 592,PayPal,2024-10-27,LOC013
ORD0000469,CUS000028,2024-10-26 08:19:41,Delivered,5372.52,Express,4548 Rose Corner,4548 Rose Corner,Credit Card,2024-10-29,LOC017
ORD0000470,CUS000016,2024-10-25 17:09:41,Delivered,770.03,Express,517 Lester Brook,517 Lester Brook,Credit Card,2024-11-01,LOC013
ORD0000471,CUS000097,2024-10-26 09:26:41,Delivered,2827.8500000000004,Express,728 Laurie Cape,728 Laurie Cape,PayPal,2024-11-02,LOC003
ORD0000472,CUS000054,2024-10-26 01:58:41,Delivered,9770.07,Pick up in store,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,Credit Card,2024-11-01,LOC006
ORD0000473,CUS000018,2024-10-26 00:48:41,Delivered,2111.3999999999996,Express,693 Kathryn Extension,693 Kathryn Extension,Credit Card,2024-10-31,LOC001
ORD0000474,CUS000098,2024-10-25 20:21:41,Delivered,1712.21,Next Day,4693 Ashley Centers,4693 Ashley Centers,Bank Transfer,2024-10-29,LOC009
ORD0000475,CUS000032,2024-10-26 03:01:41,Delivered,1911.8000000000002,Next Day,57334 Cooper Island,57334 Cooper Island,Credit Card,2024-10-27,LOC014
ORD0000476,CUS000062,2024-10-25 21:40:41,Delivered,4213.72,Express,9634 Thomas Vista,9634 Thomas Vista,Credit Card,2024-10-29,LOC019
ORD0000477,CUS000038,2024-10-25 15:33:41,Delivered,5102.570000000001,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,Bank Transfer,2024-10-28,LOC011
ORD0000478,CUS000010,2024-10-26 07:10:41,Delivered,1423.42,Next Day,386 Brian Gateway,386 Brian Gateway,PayPal,2024-10-28,LOC008
ORD0000479,CUS000088,2024-10-26 03:28:41,Delivered,5532.429999999999,Pick up in store,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,PayPal,2024-10-31,LOC003
ORD0000480,CUS000011,2024-10-27 10:45:41,Delivered,4777.5199999999995,Pick up in store,627 Carol Vista,627 Carol Vista,Bank Transfer,2024-10-28,LOC017
ORD0000481,CUS000009,2024-10-26 19:12:41,Delivered,11640.649999999998,Standard,4479 Hinton Heights Suite 425,4479 Hinton Heights Suite 425,Bank Transfer,2024-10-30,LOC002
ORD0000482,CUS000060,2024-10-27 05:44:41,Delivered,5162.7,Express,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Credit Card,2024-11-03,LOC012
ORD0000483,CUS000040,2024-10-26 14:09:41,Delivered,11658.71,Pick up in store,9433 Jackie Key,9433 Jackie Key,PayPal,2024-10-30,LOC016
ORD0000484,CUS000037,2024-10-26 12:18:41,Delivered,12836.250000000002,Standard,536 Elizabeth Via,536 Elizabeth Via,Credit Card,2024-11-02,LOC014
ORD0000485,CUS000002,2024-10-27 00:26:41,Delivered,4651.38,Express,7944 Rich Turnpike,7944 Rich Turnpike,PayPal,2024-11-03,LOC016
ORD0000486,CUS000084,2024-10-27 01:50:41,Delivered,8078.71,Next Day,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,Credit Card,2024-10-31,LOC005
ORD0000487,CUS000076,2024-10-26 17:09:41,Delivered,6437.25,Standard,8996 Amanda Plaza,8996 Amanda Plaza,PayPal,2024-10-29,LOC013
ORD0000488,CUS000073,2024-10-26 14:38:41,Delivered,3861.32,Pick up in store,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,2024-10-29,LOC014
ORD0000489,CUS000058,2024-10-26 14:41:41,Delivered,6727.209999999999,Standard,6387 Susan Roads,6387 Susan Roads,Credit Card,2024-10-31,LOC014
ORD0000490,CUS000067,2024-10-27 10:32:41,Delivered,7862.01,Standard,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,PayPal,2024-10-31,LOC001
ORD0000491,CUS000026,2024-10-26 13:57:41,Delivered,3004.79,Express,305 Newton Bypass,305 Newton Bypass,PayPal,2024-10-29,LOC008
ORD0000492,CUS000067,2024-10-26 11:16:41,Delivered,10362.0,Express,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,PayPal,2024-11-02,LOC020
ORD0000493,CUS000015,2024-10-27 02:37:41,Delivered,2553.9,Next Day,943 Dawn Extension Apt. 032,943 Dawn Extension Apt. 032,PayPal,2024-10-29,LOC005
ORD0000494,CUS000061,2024-10-26 20:31:41,Delivered,448.83000000000004,Pick up in store,8595 Joshua Pine,8595 Joshua Pine,PayPal,2024-11-02,LOC002
ORD0000495,CUS000011,2024-10-26 19:25:41,Delivered,11228.77,Standard,627 Carol Vista,627 Carol Vista,Bank Transfer,2024-10-27,LOC006
ORD0000496,CUS000065,2024-10-27 09:07:41,Delivered,1700.8,Next Day,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,Credit Card,2024-10-28,LOC006
ORD0000497,CUS000071,2024-10-27 04:00:41,Delivered,2906.08,Pick up in store,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,Bank Transfer,2024-11-02,LOC013
ORD0000498,CUS000045,2024-10-26 13:55:41,Delivered,2724.1000000000004,Express,14062 Oliver Spurs,14062 Oliver Spurs,PayPal,2024-10-29,LOC001
ORD0000499,CUS000054,2024-10-27 06:04:41,Delivered,6223.1900000000005,Pick up in store,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,PayPal,2024-11-01,LOC015
ORD0000500,CUS000009,2024-10-26 14:51:41,Delivered,4080.49,Standard,4479 Hinton Heights Suite 425,4479 Hinton Heights Suite 425,PayPal,2024-10-28,LOC009
ORD0000501,CUS000087,2024-10-28 09:41:41,Delivered,2537.5,Standard,99137 Scott Streets Suite 891,99137 Scott Streets Suite 891,Credit Card,2024-10-31,LOC014
ORD0000502,CUS000047,2024-10-27 12:22:41,Delivered,6604.25,Express,46161 Ortega Fork Apt. 399,46161 Ortega Fork Apt. 399,PayPal,2024-11-01,LOC016
ORD0000503,CUS000042,2024-10-27 23:18:41,Delivered,10946.560000000001,Pick up in store,19899 Mark Way Suite 871,19899 Mark Way Suite 871,Bank Transfer,2024-10-28,LOC017
ORD0000504,CUS000098,2024-10-28 10:27:41,Delivered,8501.5,Pick up in store,4693 Ashley Centers,4693 Ashley Centers,PayPal,2024-10-29,LOC015
ORD0000505,CUS000044,2024-10-28 10:46:41,Delivered,77.75,Pick up in store,28472 Anderson Bypass,28472 Anderson Bypass,Credit Card,2024-11-04,LOC001
ORD0000506,CUS000085,2024-10-27 16:01:41,Delivered,5673.48,Standard,65310 Smith Causeway,65310 Smith Causeway,Credit Card,2024-11-02,LOC004
ORD0000507,CUS000006,2024-10-27 21:33:41,Delivered,2890.2200000000003,Express,20878 Andersen Lock Suite 120,20878 Andersen Lock Suite 120,PayPal,2024-10-30,LOC007
ORD0000508,CUS000037,2024-10-27 11:29:41,Delivered,3481.48,Standard,536 Elizabeth Via,536 Elizabeth Via,Bank Transfer,2024-11-02,LOC018
ORD0000509,CUS000057,2024-10-27 11:57:41,Delivered,4746.25,Standard,647 Mcgee Manors,647 Mcgee Manors,Credit Card,2024-11-01,LOC016
ORD0000510,CUS000040,2024-10-27 21:41:41,Delivered,712.05,Express,9433 Jackie Key,9433 Jackie Key,PayPal,2024-11-03,LOC014
ORD0000511,CUS000084,2024-10-27 16:55:41,Delivered,2746.5200000000004,Express,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,Credit Card,2024-10-31,LOC005
ORD0000512,CUS000085,2024-10-27 12:39:41,Delivered,3166.71,Standard,65310 Smith Causeway,65310 Smith Causeway,Credit Card,2024-10-31,LOC018
ORD0000513,CUS000071,2024-10-27 23:54:41,Delivered,945.04,Express,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,PayPal,2024-10-29,LOC015
ORD0000514,CUS000015,2024-10-27 20:09:41,Delivered,5423.82,Standard,943 Dawn Extension Apt. 032,943 Dawn Extension Apt. 032,PayPal,2024-10-30,LOC015
ORD0000515,CUS000027,2024-10-27 14:28:41,Delivered,1103.17,Next Day,8148 John Course Suite 159,8148 John Course Suite 159,PayPal,2024-10-30,LOC008
ORD0000516,CUS000001,2024-10-28 10:04:41,Delivered,2368.8,Pick up in store,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Bank Transfer,2024-10-29,LOC008
ORD0000517,CUS000017,2024-10-28 08:04:41,Delivered,4910.06,Standard,4207 Craig Causeway,4207 Craig Causeway,Bank Transfer,2024-11-02,LOC017
ORD0000518,CUS000055,2024-10-28 00:28:41,Delivered,5666.76,Express,3345 Angela Lane Suite 782,3345 Angela Lane Suite 782,Credit Card,2024-11-04,LOC019
ORD0000519,CUS000092,2024-10-27 13:43:41,Delivered,4676.42,Express,441 Nichols Glen,441 Nichols Glen,Credit Card,2024-11-02,LOC006
ORD0000520,CUS000099,2024-10-28 07:15:41,Delivered,1212.6,Pick up in store,385 Diana Mountain,385 Diana Mountain,Credit Card,2024-11-01,LOC018
ORD0000521,CUS000018,2024-10-28 04:58:41,Delivered,4111.85,Pick up in store,693 Kathryn Extension,693 Kathryn Extension,PayPal,2024-11-01,LOC004
ORD0000522,CUS000058,2024-10-27 19:57:41,Delivered,2798.52,Standard,6387 Susan Roads,6387 Susan Roads,PayPal,2024-11-02,LOC014
ORD0000523,CUS000090,2024-10-27 17:29:41,Delivered,2127.41,Next Day,9210 Morris Turnpike Suite 212,9210 Morris Turnpike Suite 212,Bank Transfer,2024-11-01,LOC017
ORD0000524,CUS000071,2024-10-28 07:09:41,Delivered,4980.160000000001,Next Day,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,PayPal,2024-11-04,LOC016
ORD0000525,CUS000012,2024-10-27 16:51:41,Delivered,6160.39,Express,753 Powell Manor Suite 888,753 Powell Manor Suite 888,PayPal,2024-11-01,LOC003
ORD0000526,CUS000070,2024-10-27 11:35:41,Delivered,3790.82,Express,17993 Lee Cove Apt. 976,17993 Lee Cove Apt. 976,Credit Card,2024-10-28,LOC006
ORD0000527,CUS000013,2024-10-29 01:29:41,Delivered,5020.11,Standard,54024 Miller Track Suite 763,54024 Miller Track Suite 763,PayPal,2024-11-03,LOC009
ORD0000528,CUS000030,2024-10-28 23:49:41,Delivered,5422.13,Next Day,56818 Wright Drives,56818 Wright Drives,PayPal,2024-10-31,LOC014
ORD0000529,CUS000031,2024-10-28 18:27:41,Delivered,808.24,Express,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,PayPal,2024-11-01,LOC011
ORD0000530,CUS000068,2024-10-29 03:11:41,Delivered,2986.9400000000005,Next Day,165 Walker Mill,165 Walker Mill,PayPal,2024-11-01,LOC010
ORD0000531,CUS000095,2024-10-29 09:00:41,Delivered,3442.41,Express,1425 Williams Mountain,1425 Williams Mountain,PayPal,2024-11-05,LOC019
ORD0000532,CUS000065,2024-10-28 12:23:41,Delivered,1519.06,Express,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,PayPal,2024-11-03,LOC005
ORD0000533,CUS000083,2024-10-28 23:04:41,Delivered,3208.23,Standard,808 Joseph Center Suite 987,808 Joseph Center Suite 987,PayPal,2024-10-30,LOC012
